id,ticker,created_at,full_text_preprocessed,entities.symbols,num_cashtags,query_params
1510338521546035210,$,Sat Apr 02 19:28:58 +0000 2022,donald trumps social media app was supposed to be fully operational by the end of marchits not and its april dwac,"[{'text': 'DWAC', 'indices': [162, 167]}]",1,query:$DWAC -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510335032799416330,$,Sat Apr 02 19:15:07 +0000 2022,close to dwactmtg popcorn time cash dwac,"[{'text': 'DWAC', 'indices': [70, 75]}]",1,query:$DWAC -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510333252371980290,$,Sat Apr 02 19:08:02 +0000 2022,dwac truth social flops while trump turns to rallies to take money imagine paying to see him speak nonsense,"[{'text': 'DWAC', 'indices': [0, 5]}]",1,query:$DWAC -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510315443491323910,$,Sat Apr 02 17:57:16 +0000 2022,trumps taj mawall has been about as successful as truth socialdwac,"[{'text': 'dwac', 'indices': [97, 102]}]",1,query:$DWAC -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510314627548258304,$,Sat Apr 02 17:54:02 +0000 2022,short sale vol not short interest for bngo on  is  dwac  smh  ko  wprt ,"[{'text': 'BNGO', 'indices': [40, 45]}, {'text': 'DWAC', 'indices': [92, 97]}, {'text': 'SMH', 'indices': [102, 106]}, {'text': 'KO', 'indices': [111, 114]}, {'text': 'WPRT', 'indices': [119, 124]}]",5,query:$DWAC -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510403438307209221,$,Sat Apr 02 23:46:56 +0000 2022,amd stocktwits is broken and they do need new servers i recommend amd epyc,"[{'text': 'AMD', 'indices': [0, 4]}]",1,query:$AMD -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510402967148666880,$,Sat Apr 02 23:45:03 +0000 2022,with past performance like this how can you not sign up for a free day trial to  winning option swing trades since amd sq pypl mu,"[{'text': 'AMD', 'indices': [148, 152]}, {'text': 'SQ', 'indices': [153, 156]}, {'text': 'PYPL', 'indices': [157, 162]}, {'text': 'MU', 'indices': [163, 166]}]",4,query:$AMD -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510402872034398218,$,Sat Apr 02 23:44:41 +0000 2022,tsm  amd best pairs in semi imo,"[{'text': 'TSM', 'indices': [24, 28]}, {'text': 'AMD', 'indices': [31, 35]}]",2,query:$AMD -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510398487858405376,$,Sat Apr 02 23:27:16 +0000 2022,amd flying,"[{'text': 'Amd', 'indices': [13, 17]}]",1,query:$AMD -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510397504906530822,$,Sat Apr 02 23:23:21 +0000 2022,amd i personally think we see some more red before we see green nothing about the chart screams a possible reversal,"[{'text': 'AMD', 'indices': [0, 4]}]",1,query:$AMD -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510396939933982720,$,Sat Apr 02 23:21:06 +0000 2022,or how the top ev manufacturer in the world started to use amd,"[{'text': 'amd', 'indices': [67, 71]}]",1,query:$AMD -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510394872372809729,$,Sat Apr 02 23:12:54 +0000 2022,amd barclays downgrade stings,"[{'text': 'AMD', 'indices': [0, 4]}]",1,query:$AMD -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510392113250598915,$,Sat Apr 02 23:01:56 +0000 2022,amd people months ago similar thing happened,"[{'text': 'AMD', 'indices': [0, 4]}]",1,query:$AMD -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510391131154046978,$,Sat Apr 02 22:58:02 +0000 2022,amd retracing its way back to the primary trend as earnings to be expected for april th,"[{'text': 'AMD', 'indices': [0, 4]}]",1,query:$AMD -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510388542089965574,$,Sat Apr 02 22:47:44 +0000 2022,our official amd airdrop is live now,"[{'text': 'AMD', 'indices': [13, 17]}]",1,query:$AMD -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$SST -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510392511461834753,$,Sat Apr 02 23:03:31 +0000 2022,sst the value investors may want to pay attention at system m ebitda b revenue profitable since inception only two or three spac ipos make more revenue and profits russell candidate incredible product portfolio cagr to remain strong,"[{'text': 'SST', 'indices': [0, 4]}]",1,query:$SST -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510380419426005000,$,Sat Apr 02 22:15:28 +0000 2022,the first fight were is the headsponsor in vienna sst,"[{'text': 'SST', 'indices': [105, 109]}]",1,query:$SST -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510371369007128577,$,Sat Apr 02 21:39:30 +0000 2022,new sst fintel ftd data for first half of march in case you missed it that graph didnt just go up it went up exponentially ftds now total more than double the vol on the ticker some days and double the float ,"[{'text': 'SST', 'indices': [4, 8]}]",1,query:$SST -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510365017580851203,$,Sat Apr 02 21:14:16 +0000 2022,im just saying it seems like theres some sentiment that sst is safe because it had a sa i dont think thats true at all,"[{'text': 'SST', 'indices': [97, 101]}]",1,query:$SST -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510336313312092160,$,Sat Apr 02 19:20:12 +0000 2022,just an fyi we have now received even more confirmation regarding the free float thanks to a new sec filing from yesterday  it shows that the free float is  see below sst,"[{'text': 'SST', 'indices': [185, 189]}]",1,query:$SST -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510315602594131969,$,Sat Apr 02 17:57:54 +0000 2022,silverstarter  decentralized we support  sst ela,"[{'text': 'SST', 'indices': [83, 87]}, {'text': 'ELA', 'indices': [88, 92]}]",2,query:$SST -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510301135957106692,$,Sat Apr 02 17:00:25 +0000 2022,sst tried for breakout in late friday watch for monday,"[{'text': 'SST', 'indices': [0, 4]}]",1,query:$SST -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510298747351183366,$,Sat Apr 02 16:50:56 +0000 2022,sst ftd graph is wild too hmmm almost looks like there is a trend thats about to crescendo,"[{'text': 'sst', 'indices': [17, 21]}]",1,query:$SST -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510296469676474369,$,Sat Apr 02 16:41:52 +0000 2022,not sure where you were being rude but at least a k floater is confirmed sst,"[{'text': 'SST', 'indices': [100, 104]}]",1,query:$SST -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510281231031844868,$,Sat Apr 02 15:41:19 +0000 2022,when the effect is filed millions of shares will be added to the float absolutely wrecking it so dont get caught in it sst ,"[{'text': 'SST', 'indices': [121, 125]}]",1,query:$SST -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$AAPL -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510402121858002947,$,Sat Apr 02 23:41:42 +0000 2022,aapl middle of the long channel huge run the last  weeks novice gap up filled with no immediate reversal many areas of demand to pick up for small bounces,"[{'text': 'AAPL', 'indices': [0, 5]}]",1,query:$AAPL -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510400732893167617,$,Sat Apr 02 23:36:11 +0000 2022,aapl monthly bullish above  bull need to close week above and they will have a nice rally to then ,"[{'text': 'AAPL', 'indices': [0, 5]}]",1,query:$AAPL -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510400301567778822,$,Sat Apr 02 23:34:28 +0000 2022,ready to trade aapl thank you truly teaching by example,"[{'text': 'aapl', 'indices': [15, 20]}]",1,query:$AAPL -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510399566339887113,$,Sat Apr 02 23:31:33 +0000 2022,i adore  often imitated never duplicated even though lots of the science in it is outdated now hopefully is one of the better shows in the vein of the og aapl,"[{'text': 'AAPL', 'indices': [213, 218]}]",1,query:$AAPL -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510397509440573440,$,Sat Apr 02 23:23:22 +0000 2022,aapl used fibs for this one we seen a lot of green i think well see this before we push to again,"[{'text': 'AAPL', 'indices': [0, 5]}]",1,query:$AAPL -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510396663113805824,$,Sat Apr 02 23:20:00 +0000 2022,  threadaapl what a beautiful bounce right off that support i have mentioned last friday i really like the pullback from wed  fri which did slow down rsi and momentum the support seems to be the short term bottom for the week i will play calls over,"[{'text': 'AAPL', 'indices': [14, 19]}]",1,query:$AAPL -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510393547769679873,$,Sat Apr 02 23:07:38 +0000 2022,automated hourly aapl sentiment report     product series reviews     general products  company news  social media   utc,"[{'text': 'AAPL', 'indices': [20, 25]}]",1,query:$AAPL -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510392783722450951,$,Sat Apr 02 23:04:36 +0000 2022,imagine he had the foresight to invest when jobs was still there and the iphone was first released theyd have done a lot better now they own it and its expensive growth adjusted given its slow pace still an amazing business nice a bad stalwart for the portfolio aapl,"[{'text': 'AAPL', 'indices': [278, 283]}]",1,query:$AAPL -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510391158148632581,$,Sat Apr 02 22:58:08 +0000 2022,up for silent auction with share certificate aapl,"[{'text': 'AAPL', 'indices': [46, 51]}]",1,query:$AAPL -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510384315875700740,$,Sat Apr 02 22:30:57 +0000 2022,blackberry bb q earnings top estimates revenues fall yy bb also arw aapl avgo,"[{'text': 'BB', 'indices': [61, 64]}, {'text': 'ARW', 'indices': [70, 74]}, {'text': 'AAPL', 'indices': [75, 80]}, {'text': 'AVGO', 'indices': [81, 86]}]",4,query:$AAPL -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AMZN -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510401189979906053,$,Sat Apr 02 23:38:00 +0000 2022,the mercator international opportunity fund qletter by herve van caloenperformance  ytdcompanies discussed amzn googgooglmelithklyirrhfifnnystmasmiymtgoforpefwosgfdmphfamgdfbossymoppxmoopxlisten to,"[{'text': 'AMZN', 'indices': [122, 127]}, {'text': 'MOOPX', 'indices': [230, 236]}]",2,query:$AMZN -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510399200600772609,$,Sat Apr 02 23:30:05 +0000 2022,profitpacked option trades yearlydelivered to your inbox dailyfree trial and then less than day amzn googl baba msft,"[{'text': 'AMZN', 'indices': [133, 138]}, {'text': 'GOOGL', 'indices': [139, 145]}, {'text': 'BABA', 'indices': [146, 151]}, {'text': 'MSFT', 'indices': [152, 157]}]",4,query:$AMZN -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510398277056827393,$,Sat Apr 02 23:26:25 +0000 2022,amzn ya mule get on to ,"[{'text': 'AMZN', 'indices': [0, 5]}]",1,query:$AMZN -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510398231062396929,$,Sat Apr 02 23:26:14 +0000 2022,amzn so if you make dollars an hr then the union will take a month out of your pay,"[{'text': 'AMZN', 'indices': [0, 5]}]",1,query:$AMZN -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510398066129518598,$,Sat Apr 02 23:25:35 +0000 2022,cost is part of whact the basket of essential retail that includes wmt hd amzn n tgt but unlike hd they would not budge when it came to masks not even customers w medical exemptions could shop pushing us further toward medical apartheid,"[{'text': 'COST', 'indices': [0, 5]}, {'text': 'WHACT', 'indices': [17, 23]}, {'text': 'WMT', 'indices': [69, 73]}, {'text': 'HD', 'indices': [74, 77]}, {'text': 'AMZN', 'indices': [78, 83]}, {'text': 'TGT', 'indices': [86, 90]}, {'text': 'HD', 'indices': [103, 106]}]",7,query:$AMZN -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510397945807618050,$,Sat Apr 02 23:25:06 +0000 2022,riddle me this conceivable that amzn or msft know pltr will be a juggernaut and class f shares prevent a buyout and instead could take a large  equity stake in pltrthen promote foundry and apollo as the standard data applications oshitching onto a,"[{'text': 'AMZN', 'indices': [61, 66]}, {'text': 'MSFT', 'indices': [70, 75]}, {'text': 'PLTR', 'indices': [81, 86]}, {'text': 'PLTR', 'indices': [198, 203]}]",4,query:$AMZN -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510396505181417475,$,Sat Apr 02 23:19:23 +0000 2022,amzn loading anytime the media starts scaring the idiots sh for soon,"[{'text': 'AMZN', 'indices': [0, 5]}]",1,query:$AMZN -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510393184790196227,$,Sat Apr 02 23:06:11 +0000 2022,chump change to amzn,"[{'text': 'AMZN', 'indices': [27, 32]}]",1,query:$AMZN -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510391802754478080,$,Sat Apr 02 23:00:42 +0000 2022,amazon amzn is trending on rbusiness today,"[{'text': 'AMZN', 'indices': [7, 12]}]",1,query:$AMZN -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510390261322506241,$,Sat Apr 02 22:54:34 +0000 2022,amzn could fall to  or below save for split,"[{'text': 'amzn', 'indices': [15, 20]}]",1,query:$AMZN -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$NVDA -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510404041746300934,$,Sat Apr 02 23:49:20 +0000 2022,nvda here is the monthly bearish harami very predictive,"[{'text': 'NVDA', 'indices': [0, 5]}]",1,query:$NVDA -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510403435065409539,$,Sat Apr 02 23:46:55 +0000 2022,nvda this is in an elliott wave c and will most likely see before a bounce in wave  the monthly also has a bearish harami on it ill post that next all indicators are rolling over,"[{'text': 'NVDA', 'indices': [0, 5]}]",1,query:$NVDA -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510398329691439107,$,Sat Apr 02 23:26:38 +0000 2022,f nvda cei all that you need to know shorts havent covered a single share,"[{'text': 'F', 'indices': [0, 2]}, {'text': 'NVDA', 'indices': [3, 8]}, {'text': 'CEI', 'indices': [9, 13]}]",3,query:$NVDA -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510383030665240578,$,Sat Apr 02 22:25:50 +0000 2022,nvda is another one that hit our target pushing up as high as  on this breakouti would like to give nvda a benefit of the doubt compared to other names and want to see it bar up n the weekly pushing to  if spx holds supp,"[{'text': 'NVDA', 'indices': [0, 5]}]",1,query:$NVDA -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510379065332551684,$,Sat Apr 02 22:10:05 +0000 2022,need fast computer alienware aurora r with nvidia nvda rtx geforce intel intc core i  buy on ebay,"[{'text': 'NVDA', 'indices': [70, 75]}, {'text': 'INTC', 'indices': [98, 103]}]",2,query:$NVDA -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510373787035967497,$,Sat Apr 02 21:49:06 +0000 2022,nvda unable to make a lower high and can not clear the week moving average,"[{'text': 'NVDA', 'indices': [0, 5]}]",1,query:$NVDA -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510373437449007107,$,Sat Apr 02 21:47:43 +0000 2022,my nvda basis is  damn i really dont want to sell,"[{'text': 'NVDA', 'indices': [18, 23]}]",1,query:$NVDA -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510371709399928832,$,Sat Apr 02 21:40:51 +0000 2022,rvsn will be good this week partnership with nvda hello pt ,"[{'text': 'RVSN', 'indices': [0, 5]}, {'text': 'NVDA', 'indices': [47, 52]}]",2,query:$NVDA -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510368977779785729,$,Sat Apr 02 21:30:00 +0000 2022,nvda breakout falls back on the ath vwap with the macd attempting a bullish cross,"[{'text': 'NVDA', 'indices': [0, 5]}]",1,query:$NVDA -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510368817058308098,$,Sat Apr 02 21:29:21 +0000 2022,nvda working its way into the top most mentioned on wallstreetbets over the last daysvia,"[{'text': 'NVDA', 'indices': [0, 5]}]",1,query:$NVDA -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$TLRY -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510405416223907844,$,Sat Apr 02 23:54:47 +0000 2022,tlry anyone know the ticker for med men retailer modes for tilray,"[{'text': 'TLRY', 'indices': [0, 5]}]",1,query:$TLRY -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510402350174781440,$,Sat Apr 02 23:42:36 +0000 2022,tlry i have a combined shares of weed plays time to pass senate potx crlbf tlry sndl kern show us the money honey,"[{'text': 'TLRY', 'indices': [0, 5]}, {'text': 'POTX', 'indices': [75, 80]}, {'text': 'CRLBF', 'indices': [81, 87]}, {'text': 'TLRY', 'indices': [88, 93]}, {'text': 'SNDL', 'indices': [94, 99]}, {'text': 'KERN', 'indices': [100, 105]}]",6,query:$TLRY -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510402062546137094,$,Sat Apr 02 23:41:28 +0000 2022,nio tlry cgc jd bidu nows the time to buy pot and chinese tech man i feel dirty but it feels so good if its wrong i dont wanna be right,"[{'text': 'NIO', 'indices': [0, 4]}, {'text': 'TLRY', 'indices': [5, 10]}, {'text': 'CGC', 'indices': [11, 15]}, {'text': 'JD', 'indices': [16, 19]}, {'text': 'BIDU', 'indices': [20, 25]}]",5,query:$TLRY -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510392771689213952,$,Sat Apr 02 23:04:33 +0000 2022,tlry yaaaaa rogans smokin bud in commemoration of the bill being passed probably bucks premarket followed by market makers fuckery all week up until it passes senate,"[{'text': 'TLRY', 'indices': [0, 5]}]",1,query:$TLRY -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
1510392638905917441,$,Sat Apr 02 23:04:01 +0000 2022,tlry shares too cheap assets gt market cap great setup into earnings this weds,"[{'text': 'TLRY', 'indices': [0, 5]}]",1,query:$TLRY -$GME -$TSLA -$TWTR -$AMC -$SPY -$HMHC -$DWAC -$AMD -$SST -$AAPL -$AMZN -$NVDA -$NFLX -$QQQ -filter:retweets since_id:1510044337538805762 until_date:2022-04-03 max_tweets:10
